#CB编号, 通用字, 原字, 組合表示式
CB30629,圖,,[況-儿+面]                                 
CB30631,兩,,[內-入+(木-(企-止)+八)]                       
CB30633,演,,[涳-工+(由/八)]                             
CB30634,遷,𨕞,[遷-(厄-厂+大)+升]                           
CB30638,率,,[〦/(ㄠ*〡*ㄠ)/┬]                           
CB30639,頃,,[卬-ㄗ+頁]                                 
CB30640,邊,𨓉,[這-言+身]                                 
CB30643,冥,,[宋-木+(?/一/八)]                           
CB30644,化,,[彳*匕]                                   
CB30645,金,,[金-工+(長-(畏-(田/一)))]                     
CB30647,蠶,䗝,[(示*申)/虫]                               
CB30648,迢,,[((彰-章)/止)*召]                           
CB30649,滈,𤀰,[涅-土+高]                                 
CB30656,,𠺪,[口*氣]                                   
CB30657,房,,[一/肪]                                   
CB30659,笑,,[唴-儿+((嘹-口)-(日/小))]                     
CB30660,,𡙎,[天/(天*天)]                               
CB30661,昤,㬡,[日*零]                                   
CB30662,得,,[侍-士+見]                                 
CB30666,裔,𧚞,[褒-保+冏]                                 
CB30667,冠,,[宋-木+(示*寸)]                             
CB30668,劍,,[(僉-(人*人)+(烈-列))*刃]                     
CB30669,豹,,[貅-木+(句-口+一)]                           
CB30670,獎,,[(將-爿+(冰-水+〡))/廾]                       
CB30673,禦,,[彳*(去/禾)*ㄗ]                             
CB30675,裝,,[打-丁+(土/衣)]                             
CB30676,繈,,[糸*(疆-(彊-弓))*(中/虫)]                     
CB30677,德,,[彳*(〦/目/心)]                             
CB30678,私,𥝠,[禾*么]                                   
CB30680,徙,,[彳*(光-儿+(之-、))]                         
CB30681,憑,,[溤/廾]                                   
CB30683,誕,,[謎-米+(乏-之+(〡*ㄑ))]                       
CB30684,闊,䦢,[門@法]                                   
CB30690,毀,,[((└@日)/土)*(口/又)]                       
CB30691,邪,,[邱-丘+身]                                 
CB30692,喪,,[喪-十+〦]                                 
CB30694,巨,,[匚@((巨-匚)/〡)]                           
CB30695,靈,,[雨/(器-犬+一)]                             
CB30696,姿,,[姿-二+王]                                 
CB30699,湛,,[泳-永+(甘/(匹-兀+((白-日)*(白-日))))]           
CB30702,,𢒈,[彰-章+井]                                 
CB30705,冥,,[穴/(止-├+(ㄇ@一))/八]                       
CB30707,矣,,[ㄙ/土/八]                                 
CB30709,厥,,[序-予+報]                                 
CB30710,思,,[用/心]                                   
CB30711,墣,𡑿,[土*業]                                   
CB30712,復,,[復-日+(口/口)]                             
CB30713,復,𢕒,[後-ㄠ+(〦/口/口)]                           
CB30717,若,,[吝-〦+(前-刖)]                             
CB30718,聖,𤦉,[昍/王]                                   
CB30719,歸,,[去*來]                                   
CB30720,其,,[(廿@ㄨ)/六]                               
CB30722,望,,[(亡*夕)/立]                               
CB30723,退,,[這-言+(咼-(同-一)+(石-口+又))]                 
CB30724,解,,[角*(口/工/十)]                             
CB30725,像,,[彳*(色-巴+(罩-卓+(舄-臼)))]                   
CB30727,然,,[烈-列+(勿*火)]                             
CB30728,邑,,[口/巳]                                   
CB30729,鄉,,[(口/巳)*(朗-月+(口/巳))]                     
CB30730,燠,𣋉,[日*奧]                                   
CB30731,基,,[(廿@ㄨ)/(一/八/土)]                         
CB30734,軫,𨋎,[妳-女+車]                                 
CB30735,世,𠀍,[世-廿+卄]                                 
CB30741,延,,[延-止+山]                                 
CB30742,權,,[摧-山+(〦/(口*口))]                         
CB30744,圖,,[口/一/回]                                 
CB30746,緇,,[繢-貝+日]                                 
CB30747,象,,[色-巴+(罩-卓+(舄-臼))]                       
CB30750,貳,,[(〦/目)*弋]                               
CB30751,淵,,[泳-永+(月-三+(朕-月))]                       
CB30752,遠,,[遝-(罩-卓)+去]                             
CB30753,茇,,[茇-乂+又]                                 
CB30755,最,,[罩-卓+((輒-車)-(乳-孚)+ㄑ)]                   
CB30760,詳,𧨢,[護-隻+干]                                 
CB30762,世,,[十/ㄝ]                                   
CB30767,復,,[後-ㄠ+(一/口/口)]                           
CB30768,而,,[而-║+(同-(一/口))]                         
CB30770,,䮾,[馬*龍]                                   
CB30771,局,,[局-(一/口)+古]                             
CB30772,臺,,[高/(玉-王+土)]                             
CB30775,懷,,[懷-(犀-尸-牛)]                             
CB30776,歲,,[崴-女+小]                                 
CB30777,含,,[企-止+占]                                 
CB30778,延,,[這-言+((旅-方)-(乞-乙))]                     
CB30779,願,,[(美-(王/大)+貝)*頁]                         
CB30782,昤,𣌟,[日*靈]                                   
CB30783,王,,[山/出]                                   
CB30786,,𢏝,[弼-百+弓]                                 
CB30788,棄,,[去/世]                                   
CB30790,親,,[親-立+九]                                 
CB30791,服,,[月*〡*(己-(乳-孚)+二)]                       
CB30797,若,,[艸/一/右]                                 
CB30799,金,,[合-口+韭]                                 
CB30800,向,𥥩,[穴/向]                                   
CB30802,,㣍,[彰-章+台]                                 
CB30805,綱,䌉,[糸*罡]                                   
CB30810,天,,[入/人]                                   
CB30811,若,,[屾/(巽-共+(巳*巳))/右]                       
CB30812,若,,[屾/(巽-共+右)]                             
CB30813,杜,,[木*(玉-王+土)]                             
CB30816,星,㽮,[畾/生]                                   
CB30817,矩,,[矢*(匚@((巨-匚)/〡))]                       
CB30821,熟,,[享*(丸/火)]                               
CB30822,靈,,[(雨-(美-(王/大)))/(器-犬+〦)]                 
CB30824,靈,,[霝/一/(口*口)]                             
CB30825,堂,,[堂-土+玉]                                 
CB30826,旅,,[衣*衣]                                   
CB30830,詮,,[詮-土+(前-刖)]                             
CB30832,,𣖫,[愨-心+木]                                 
CB30835,遠,,[達-羊+(彳*ㄑ)]                             
CB30836,那,,[邱-丘+(冉-土+＝)]                           
CB30838,像,,[偤-酉+(冗-几+(一/豕))]                       
CB30839,那,,[邱-丘+(司-(一/口)+井)]                       
CB30840,兗,,[八/公/儿]                                 
CB30841,,𨙷,[邱-丘+井]                                 
CB30843,壟,,[((大/有)*尤)/土]                           
CB30844,殷,,[(殷-(万-(石-口))+十)-几+口]                   
CB30845,備,,[佐-工+田]                                 
CB30846,禽,,[企-止+禹]                                 
CB30847,界,,[界-介+?]                                 
CB30848,作,㑅,[作-(〡*＝)+上]                             
CB30849,猶,,[狂-王+((平-十)/目)]                         
CB30850,直,,[〦/且]                                   
CB30854,胤,㣧,[胤-(厂-一)+彳]                             
CB30856,葭,,[蕼-聿+(┐/一/又)]                           
CB30858,起,,[(起-(走-土)+之)-(乳-孚)+(〡*ㄑ)]               
CB30860,虧,,[(虛-(├/七)+王)*(前-刖+ㄅ)]                   
CB30861,樑,,[栔-丰+木]                                 
CB30863,序,,[序-予+((〡*＝*〡)/了)]                       
CB30864,朽,,[木*((必-心)/(必-心)/(乂-(必-心)))]             
CB30866,就,,[(〦/日/((烈-列)-、))*(玉-王+尢)]               
CB30867,假,,[(假-又+乂)-?+?]                           
CB30868,俓,𠇹,[佰-白+(人/工)]                             
CB30870,災,,[災-火+大]                                 
CB30871,親,,[親-立+大]                                 
CB30873,竊,,[宋-木+(怡-台+禺)]                           
CB30874,壁,𨐧,[辟-口+(口/土)]                             
CB30877,邊,,[遑-王+勿]                                 
CB30878,那,,[邱-丘+(冉-土+(白-日+(十/一)))]                 
CB30884,經,𦀇,[絔-白+(八/土)]                             
CB30885,概,,[(既-旡+元)/木]                             
CB30887,邇,𨒛,[這-言+尒]                                 
CB30888,怪,,[怖-巾+(玉-王+土)]                           
CB30889,鼠,𣆨,[(〡*日)/(夙-歹+(舉-與))]                     
CB30892,鑿,,[((日/工)*(口/又))/(金-十+(前-刖+〡))]           
CB30893,徑,,[但-日+平]                                 
CB30896,規,,[頑-兀+尢]                                 
CB30898,鼓,,[壴*(口/又)]                               
CB30899,戚,,[伐@(烈-列+工)]                             
CB30900,幼,,[鄉-郎+刀]                                 
CB30901,秉,,[秉-禾+(千/水)]                             
CB30902,驂,,[馬*(品/(企-止+(恭-共)))]                     
CB30903,舊,,[舊-臼+(〡*日)]                             
CB30904,號,,[口/(十-〡+ㄅ)]                             
CB30905,陘,,[隱-(急-(色-巴))]                           
CB30908,聯,,[聯-丱+心]                                 
CB30911,煞,,[煞-(色-巴)+〦]                             
CB30912,窺,,[窺-夫+示]                                 
CB30913,綍,,[糸*(米-木+(宋-木+子))]                       
CB30914,刺,,[利-禾+(〦/米)]                             
CB30915,黼,,[(先-儿+巾)*甫]                             
CB30916,奪,,[萑/寸]                                   
CB30917,望,,[(亡*夕)/一/心]                             
CB30918,身,,[身-?+?]                                 
CB30920,勝,,[臄-虍+(米-木+(亢-几))]                       
CB30921,奮,,[六/隹/皿]                                 
