㖈 䎛 U+3588 U+439B
畀 畁 U+7540 U+7541
畀 𢌿 U+7540 U+2233F
畀 𢮧 U+7540 U+22BA7
畀 𢮅 U+7540 U+22B85
畋 𤝗 U+754B U+24757
界 堺 U+754C U+583A
界 畍 U+754C U+754D
畎 𤱶 U+754E U+24C76
畏 𤰣 U+754F U+24C23
留 畱 U+7559 U+7571
留 㽞 U+7559 U+3F5E
留 𤰛 U+7559 U+24C1B
留 𤱊 U+7559 U+24C4A
留 畄 U+7559 U+7544
留 𤲢 U+7559 U+24CA2
畛 𤱏 U+755B U+24C4F
畛 𤱥 U+755B U+24C65
畜 嘼 U+755C U+563C
畜 𤠕 U+755C U+24815
畜 𠬀 U+755C U+20B00
畜 𤛅 U+755C U+246C5
畝 𤱔 U+755D U+24C54
畝 畮 U+755D U+756E
畝 𤱈 U+755D U+24C48
畝 㽗 U+755D U+3F57
畝 畆 U+755D U+7546
略 畧 U+7565 U+7567
番 𥸨 U+756A U+25E28
畫 𦘕 U+756B U+26615
畫 画 U+756B U+753B
畫 𤱪 U+756B U+24C6A
畫 畵 U+756B U+7575
畫 𦘚 U+756B U+2661A
畬 𤰩 U+756C U+24C29
畬 畭 U+756C U+756D
異 𢄖 U+7570 U+22116
畷 𤲹 U+7577 U+24CB9
畹 㽜 U+7579 U+3F5C
畽 疃 U+757D U+7583
疆 畺 U+7586 U+757A
疇 𠾉 U+7587 U+20F89
疊 𤴁 U+758A U+24D01
疊 疉 U+758A U+7589
疊 𣆹 U+758A U+231B9
疊 叠 U+758A U+53E0
疊 曡 U+758A U+66E1
疊 𣈍 U+758A U+2320D
疊 畳 U+758A U+7573
疏 踈 U+758F U+8E08
疏 疎 U+758F U+758E
疏 䟽 U+758F U+47FD
疑 𦬦 U+7591 U+26B26
疢 𤻞 U+75A2 U+24EDE
疣 𪐤 U+75A3 U+2A424
疣 肬 U+75A3 U+80AC
疥 㿍 U+75A5 U+3FCD
疥 𤵇 U+75A5 U+24D47
疹 𤵜 U+75B9 U+24D5C
疹 𤺋 U+75B9 U+24E8B
疼 𦙭 U+75BC U+2666D
疼 𤻴 U+75BC U+24EF4
疾 𠥻 U+75BE U+2097B
痕 㾗 U+75D5 U+3F97
痙 𫞬 U+75D9 U+2B7AC
痟 𢈭 U+75DF U+2222D
痱 𤷂 U+75F1 U+24DC2
痴 癡 U+75F4 U+7661
痼 㽽 U+75FC U+3F7D
痾 疴 U+75FE U+75B4
瘁 疩 U+7601 U+75A9
瘃 𤷚 U+7603 U+24DDA
瘙 㿋 U+7619 U+3FCB
瘝 𤸄 U+761D U+24E04
瘞 𨻊 U+761E U+28ECA
瘞 𨻏 U+761E U+28ECF
瘞 𤺦 U+761E U+24EA6
瘞 𢊃 U+761E U+22283
瘠 𤹠 U+7620 U+24E60
瘠 㾊 U+7620 U+3F8A
瘡 𤺨 U+7621 U+24EA8
瘢 𤻧 U+7622 U+24EE7
瘤 癅 U+7624 U+7645
瘦 痩 U+7626 U+75E9
瘦 𤸃 U+7626 U+24E03
瘭 𤼄 U+762D U+24F04
瘺 𤵿 U+763A U+24D7F
瘺 瘻 U+763A U+763B
療 𤻲 U+7642 U+24EF2
癃 𤸇 U+7643 U+24E07
癃 𤶞 U+7643 U+24D9E
癇 𤺛 U+7647 U+24E9B
癤 𤻛 U+7664 U+24EDB
癥 㿂 U+7665 U+3FC2
癬 㿅 U+766C U+3FC5
癬 㾌 U+766C U+3F8C
癭 𦡺 U+766D U+2687A
癭 𦢆 U+766D U+26886
癰 𤻕 U+7670 U+24ED5
癰 㿈 U+7670 U+3FC8
癰 𦡈 U+7670 U+26848
癵 𤼣 U+7675 U+24F23
癵 𤼙 U+7675 U+24F19
癸 𤼩 U+7678 U+24F29
癹 𤼧 U+7679 U+24F27
發 发 U+767C U+53D1
發 彂 U+767C U+5F42
發 発 U+767C U+767A
發 𤼵 U+767C U+24F35
發 𤼲 U+767C U+24F32
白 𤼽 U+767D U+24F3D
百 𦣻 U+767E U+268FB
皆 𣅜 U+7686 U+2315C
皇 𤽙 U+7687 U+24F59
皈 𦤇 U+7688 U+26907
皋 臯 U+768B U+81EF
皋 皐 U+768B U+7690
皞 皡 U+769E U+76A1
皞 皥 U+769E U+76A5
皭 㬭 U+76AD U+3B2D
皮 𠰎 U+76AE U+20C0E
皯 𩈅 U+76AF U+29205
皰 䶌 U+76B0 U+4D8C
皰 疱 U+76B0 U+75B1
皸 𤿟 U+76B8 U+24FDF
皺 𤿿 U+76BA U+24FFF
皻 皶 U+76BB U+76B6
盂 𥁄 U+76C2 U+25044
盈 𡺡 U+76C8 U+21EA1
益 𠍳 U+76CA U+20373
盍 盇 U+76CD U+76C7
盎 㼜 U+76CE U+3F1C
盜 𠉭 U+76DC U+2026D
盜 盗 U+76DC U+76D7
盜 𠪁 U+76DC U+20A81
盝 𥂖 U+76DD U+25096
盟 𢄾 U+76DF U+2213E
盡 𥁞 U+76E1 U+2505E
盡 尽 U+76E1 U+5C3D
監 譼 U+76E3 U+8B7C
監 𥃆 U+76E3 U+250C6
盥 𣹉 U+76E5 U+23E49
盥 𥁉 U+76E5 U+25049
盥 𤃗 U+76E5 U+240D7
盥 泴 U+76E5 U+6CF4
盩 𥂕 U+76E9 U+25095
盪 蘯 U+76EA U+862F
目 𥃦 U+76EE U+250E6
目 𡇡 U+76EE U+211E1
目 𥆤 U+76EE U+251A4
盱 𥃳 U+76F1 U+250F3
盱 𥅚 U+76F1 U+2515A
盱 𫎏 U+76F1 U+2B38F
盲 𥇋 U+76F2 U+251CB
直 𣓟 U+76F4 U+234DF
盾 𥍿 U+76FE U+2537F
省 䁞 U+7701 U+405E
眄 䀎 U+7704 U+400E
眈 𧡪 U+7708 U+2786A
眉 𥅮 U+7709 U+2516E
眉 睂 U+7709 U+7742
眒 𥆓 U+7712 U+25193
真 眞 U+771F U+771E
眠 𥺠 U+7720 U+25EA0
眣 𥄺 U+7723 U+2513A
眥 眦 U+7725 U+7726
眥 𥈐 U+7725 U+25210
眱 𥄿 U+7731 U+2513F
眴 䀏 U+7734 U+400F
眵 𥄏 U+7735 U+2510F
眺 𥆮 U+773A U+251AE
眼 𥃩 U+773C U+250E9
眾 衆 U+773E U+8846
眾 𠂝 U+773E U+2009D
眾 𠱧 U+773E U+20C67
睚 𥊅 U+775A U+25285
睞 𥅦 U+775E U+25166
睟 𥄌 U+775F U+2510C
睡 𪾶 U+7761 U+2AFB6
督 𥆳 U+7763 U+251B3
睦 𡻲 U+7766 U+21EF2
睩 𥉶 U+7769 U+25276
睪 𥇡 U+776A U+251E1
睪 𥇝 U+776A U+251DD
睫 𣮌 U+776B U+23B8C
睫 𥇒 U+776B U+251D2
睫 䀹 U+776B U+4039
睫 𣰞 U+776B U+23C1E
睫 𣯮 U+776B U+23BEE
睫 𥈤 U+776B U+25224
睫 𣰍 U+776B U+23C0D
睹 覩 U+7779 U+89A9
睿 𥈠 U+777F U+25220
瞀 暓 U+7780 U+6693
瞅 矁 U+7785 U+77C1
瞍 𥈃 U+778D U+25203
瞍 𥈟 U+778D U+2521F
瞠 𥊼 U+77A0 U+252BC
瞢 㜴 U+77A2 U+3734
瞢 𥌋 U+77A2 U+2530B
瞥 𧢍 U+77A5 U+2788D
瞬 䀢 U+77AC U+4022
瞷 瞯 U+77B7 U+77AF
瞽 𥌒 U+77BD U+25312
瞿 䀠 U+77BF U+4020
矇 𥉕 U+77C7 U+25255
矏 矈 U+77CF U+77C8
矚 𥋛 U+77DA U+252DB
矛 𨥨 U+77DB U+28968
矛 𥍥 U+77DB U+25365
矛 𢦵 U+77DB U+229B5
矛 𢧟 U+77DB U+229DF
矛 𨦜 U+77DB U+2899C
矛 𢦧 U+77DB U+229A7
矛 𥍤 U+77DB U+25364
矜 㥤 U+77DC U+3964
矠 𥍡 U+77E0 U+25361
矢 𥬘 U+77E2 U+25B18
矢 𠓡 U+77E2 U+204E1
矢 笶 U+77E2 U+7B36
矢 𠂕 U+77E2 U+20095
矣 𠤘 U+77E3 U+20918
知 𢇻 U+77E5 U+221FB
矧 訠 U+77E7 U+8A20
矧 𥎪 U+77E7 U+253AA
矩 榘 U+77E9 U+6998
矬 𥏧 U+77EC U+253E7
矮 躷 U+77EE U+8EB7
矯 𥏹 U+77EF U+253F9
矰 𢨉 U+77F0 U+22A09
石 𥐘 U+77F3 U+25418
砉 𥒐 U+7809 U+25490
砌 矵 U+780C U+77F5
砎 𥔅 U+780E U+25505
砒 磇 U+7812 U+78C7
研 硏 U+7814 U+784F
砥 䂡 U+7825 U+40A1
砮 𠪓 U+782E U+20A93
砮 𠩨 U+782E U+20A68
砰 𨺀 U+7830 U+28E80
砲 礟 U+7832 U+791F
砲 礮 U+7832 U+792E
砲 𥔰 U+7832 U+25530
破 𡲠 U+7834 U+21CA0
硜 䃘 U+785C U+40D8
硜 踁 U+785C U+8E01
硬 鞕 U+786C U+9795
硬 峺 U+786C U+5CFA
硭 𥐞 U+786D U+2541E
碎 砕 U+788E U+7815
碑 𥓓 U+7891 U+254D3
碔 珷 U+7894 U+73F7
碕 𥔎 U+7895 U+2550E
碗 㼝 U+7897 U+3F1D
碗 盌 U+7897 U+76CC
碗 椀 U+7897 U+6900
碨 𥔃 U+78A8 U+25503
碾 𥗇 U+78BE U+255C7
碾 𥑊 U+78BE U+2544A
磁 礠 U+78C1 U+7920
磊 𥗬 U+78CA U+255EC
磌 𧰊 U+78CC U+27C0A
磐 䃲 U+78D0 U+40F2
磔 𢳗 U+78D4 U+22CD7
磔 𨃥 U+78D4 U+280E5
磕 𥔐 U+78D5 U+25510
磕 𥕤 U+78D5 U+25564
磚 甎 U+78DA U+750E
磛 嶃 U+78DB U+5D83
磛 𥕌 U+78DB U+2554C
磠 硵 U+78E0 U+7875
磣 𥕺 U+78E3 U+2557A
磥 𥗼 U+78E5 U+255FC
磨 䃺 U+78E8 U+40FA
磲 𥓼 U+78F2 U+254FC
礄 硚 U+7904 U+785A
礙 硋 U+7919 U+784B
礙 㝵 U+7919 U+3775
礙 𥃷 U+7919 U+250F7
礙 碍 U+7919 U+788D
礝 𥕷 U+791D U+25577
礡 礴 U+7921 U+7934
礦 砿 U+7926 U+783F
礦 鉱 U+7926 U+9271
礦 𥐫 U+7926 U+2542B
礦 𨥥 U+7926 U+28965
礦 鑛 U+7926 U+945B
礦 𨥑 U+7926 U+28951
礫 𥕴 U+792B U+25574
礱 𤮨 U+7931 U+24BA8
示 𥘅 U+793A U+25605
示 𧵋 U+793A U+27D4B
示 𡭕 U+793A U+21B55
社 䄕 U+793E U+4115
祀 𥛴 U+7940 U+256F4
祀 𥜥 U+7940 U+25725
祀 禩 U+7940 U+79A9
祇 𥘡 U+7947 U+25621
祇 𥘢 U+7947 U+25622
祐 𨳾 U+7950 U+28CFE
祑 𧙍 U+7951 U+2764D
祖 𥘲 U+7956 U+25632
祗 祬 U+7957 U+796C
祜 𧙖 U+795C U+27656
祝 𥘱 U+795D U+25631
神 𥛠 U+795E U+256E0
祡 𥚨 U+7961 U+256A8
祥 䄏 U+7965 U+410F
祧 𥜔 U+7967 U+25714
祲 𥛆 U+7972 U+256C6
祺 𥘕 U+797A U+25615
祺 禥 U+797A U+79A5
祼 𥚌 U+797C U+2568C
禋 𠖦 U+798B U+205A6
禍 𥘑 U+798D U+25611
禍 𥚟 U+798D U+2569F
禍 𥚽 U+798D U+256BD
禍 𥚣 U+798D U+256A3
禍 旤 U+798D U+65E4
禍 𥚁 U+798D U+25681
禍 𥛔 U+798D U+256D4
禍 𣨱 U+798D U+23A31
禡 𢒴 U+79A1 U+224B4
禪 䄠 U+79AA U+4120
禫 𧝓 U+79AB U+27753
禮 礼 U+79AE U+793C
禮 𥝏 U+79AE U+2574F
禮 𠃞 U+79AE U+200DE
禮 𥘇 U+79AE U+25607
禰 𥙄 U+79B0 U+25644
禰 祢 U+79B0 U+7962
禹 𢁰 U+79B9 U+22070
离 𡴥 U+79BB U+21D25
离 𡼁 U+79BB U+21F01
禽 𢄕 U+79BD U+22115
禿 秃 U+79BF U+79C3
私 𥝠 U+79C1 U+25760
秈 籼 U+79C8 U+7C7C
秉 𥟱 U+79C9 U+257F1
秋 龝 U+79CB U+9F9D
秋 穐 U+79CB U+7A50
秋 秌 U+79CB U+79CC
秋 䆋 U+79CB U+418B
秋 𥢠 U+79CB U+258A0
秕 粃 U+79D5 U+7C83
秠 𥝣 U+79E0 U+25763
秣 䬴 U+79E3 U+4B34
秤 𥘴 U+79E4 U+25634
秦 𥘿 U+79E6 U+2563F
秦 𣜈 U+79E6 U+23708
秩 豑 U+79E9 U+8C51
秫 𥤀 U+79EB U+25900
秭 𥞑 U+79ED U+25791
秸 稭 U+79F8 U+7A2D
移 𥞀 U+79FB U+25780
稃 𥞂 U+7A03 U+25782
稈 秆 U+7A08 U+79C6
稈 芉 U+7A08 U+8289
稈 𦼮 U+7A08 U+26F2E
稊 䄺 U+7A0A U+413A
稔 䄒 U+7A14 U+4112
稕 𥤁 U+7A15 U+25901
稘 朞 U+7A18 U+671E
稚 稺 U+7A1A U+7A3A
稚 𥠧 U+7A1A U+25827
稚 䕌 U+7A1A U+454C
稚 穉 U+7A1A U+7A49
稚 𥣔 U+7A1A U+258D4
稚 䆈 U+7A1A U+4188
稟 廪 U+7A1F U+5EEA
稟 禀 U+7A1F U+7980
種 𥡰 U+7A2E U+25870
稱 称 U+7A31 U+79F0
稷 禝 U+7A37 U+799D
稷 𥟄 U+7A37 U+257C4
稷 𥞷 U+7A37 U+257B7
稻 稲 U+7A3B U+7A32
稽 䭬 U+7A3D U+4B6C
稽 𥡳 U+7A3D U+25873
稽 𥟵 U+7A3D U+257F5
稽 𩠜 U+7A3D U+2981C
稽 𥡴 U+7A3D U+25874
稿 稾 U+7A3F U+7A3E
稿 槀 U+7A3F U+69C0
穀 糓 U+7A40 U+7CD3
穀 𥡛 U+7A40 U+2585B
穆 𢾓 U+7A46 U+22F93
積 𥢼 U+7A4D U+258BC
穎 頴 U+7A4E U+9834
穎 𩓙 U+7A4E U+294D9
穗 𦼯 U+7A57 U+26F2F
穗 穂 U+7A57 U+7A42
穗 𥝩 U+7A57 U+25769
穟 𥠂 U+7A5F U+25802
穟 𥢁 U+7A5F U+25881
穢 𢧹 U+7A62 U+229F9
穨 𥣧 U+7A68 U+258E7
穩 稳 U+7A69 U+7A33
穩 𥡷 U+7A69 U+25877
穩 㒚 U+7A69 U+349A
穩 𨆲 U+7A69 U+281B2
穬 䊯 U+7A6C U+42AF
穭 穞 U+7A6D U+7A5E
穮 𦔩 U+7A6E U+26529
穰 穣 U+7A70 U+7A63
穴 𠕉 U+7A74 U+20549
穴 𥤢 U+7A74 U+25922
究 𡫄 U+7A76 U+21AC4
穹 𠫙 U+7A79 U+20AD9
穿 䆤 U+7A7F U+41A4
突 𥤮 U+7A81 U+2592E
突 𡦾 U+7A81 U+219BE
窈 𥥆 U+7A88 U+25946
窌 𥥤 U+7A8C U+25964
窖 𥧦 U+7A96 U+259E6
窖 𡇪 U+7A96 U+211EA
窗 𡆧 U+7A97 U+211A7
窗 𥦗 U+7A97 U+25997
窗 窻 U+7A97 U+7ABB
窗 䆫 U+7A97 U+41AB
窗 𤗉 U+7A97 U+245C9
窗 窓 U+7A97 U+7A93
窗 牕 U+7A97 U+7255
窟 𢷈 U+7A9F U+22DC8
窣 𥦑 U+7AA3 U+25991
窮 竆 U+7AAE U+7AC6
窯 窰 U+7AAF U+7AB0
窺 𥨾 U+7ABA U+25A3E
窺 闚 U+7ABA U+95DA
窺 𨶳 U+7ABA U+28DB3
窺 𥨖 U+7ABA U+25A16
窺 𡪽 U+7ABA U+21ABD
竁 𡪣 U+7AC1 U+21AA3
竄 𥨒 U+7AC4 U+25A12
竇 𥥷 U+7AC7 U+25977
竊 𥨱 U+7ACA U+25A31
竊 窃 U+7ACA U+7A83
竊 𥨸 U+7ACA U+25A38
竘 𥩞 U+7AD8 U+25A5E
竦 𡷽 U+7AE6 U+21DFD
竦 𢖗 U+7AE6 U+22597
竮 𥩵 U+7AEE U+25A75
競 𧫙 U+7AF6 U+27AD9
競 𥪰 U+7AF6 U+25AB0
競 竸 U+7AF6 U+7AF8
競 誩 U+7AF6 U+8AA9
竻 簕 U+7AFB U+7C15
竽 𥫡 U+7AFD U+25AE1
竿 𣔼 U+7AFF U+2353C
笄 𠚙 U+7B04 U+20699
笑 𠇄 U+7B11 U+201C4
笑 𥬇 U+7B11 U+25B07
笑 咲 U+7B11 U+54B2
笑 𠸍 U+7B11 U+20E0D
笑 㗛 U+7B11 U+35DB
笞 𢲹 U+7B1E U+22CB9
笥 𦭡 U+7B25 U+26B61
笨 㤓 U+7B28 U+3913
笨 㤒 U+7B28 U+3912
笴 𥯽 U+7B34 U+25BFD
笴 𣘠 U+7B34 U+23620
筆 笔 U+7B46 U+7B14
等 䓁 U+7B49 U+44C1
等 䒭 U+7B49 U+44AD
筊 䉰 U+7B4A U+4270
筋 䈥 U+7B4B U+4225
筍 笋 U+7B4D U+7B0B
筏 栰 U+7B4F U+6830
筐 筺 U+7B50 U+7B7A
筑 𥬑 U+7B51 U+25B11
策 𥮵 U+7B56 U+25BB5
策 䇿 U+7B56 U+41FF
策 𠞦 U+7B56 U+207A6
策 筞 U+7B56 U+7B5E
箈 䈚 U+7B88 U+421A
箏 筝 U+7B8F U+7B5D
箕 𠴩 U+7B95 U+20D29
箕 𠔛 U+7B95 U+2051B
箕 𠔋 U+7B95 U+2050B
箕 䇧 U+7B95 U+41E7
箕 𠀠 U+7B95 U+20020
箕 𠷛 U+7B95 U+20DDB
算 祘 U+7B97 U+7958
算 𥮅 U+7B97 U+25B85
箘 箟 U+7B98 U+7B9F
箝 钳 U+7B9D U+94B3
箭 𥲫 U+7BAD U+25CAB
箭 𥮙 U+7BAD U+25B99
箭 𥳭 U+7BAD U+25CED
箭 𥰸 U+7BAD U+25C38
箸 筯 U+7BB8 U+7B6F
節 罇 U+7BC0 U+7F47
節 莭 U+7BC0 U+83AD
篆 蒃 U+7BC6 U+8483
篋 匧 U+7BCB U+5327
篎 𥰚 U+7BCE U+25C1A
篙 㰏 U+7BD9 U+3C0F
篠 筿 U+7BE0 U+7B7F
篡 簒 U+7BE1 U+7C12
篤 䔍 U+7BE4 U+450D
篦 箆 U+7BE6 U+7B86
篩 簛 U+7BE9 U+7C1B
篪 䶵 U+7BEA U+4DB5
篪 竾 U+7BEA U+7AFE
篪 𥳠 U+7BEA U+25CE0
篲 𥱵 U+7BF2 U+25C75
篾 𥯣 U+7BFE U+25BE3
篾 𥰓 U+7BFE U+25C13
簀 𤖓 U+7C00 U+24593
簋 㔲 U+7C0B U+3532
簜 𥯕 U+7C1C U+25BD5
簠 𠤱 U+7C20 U+20931
簠 盙 U+7C20 U+76D9
簣 籄 U+7C23 U+7C44
簪 兂 U+7C2A U+5142
簪 𥯓 U+7C2A U+25BD3
簫 簘 U+7C2B U+7C18
簬 簵 U+7C2C U+7C35
簾 𢅏 U+7C3E U+2214F
簾 𢅖 U+7C3E U+22156
籐 籘 U+7C50 U+7C58
籛 篯 U+7C5B U+7BEF
籤 籖 U+7C64 U+7C56
籲 龥 U+7C72 U+9FA5
籹 𥹡 U+7C79 U+25E61
籺 𥝖 U+7C7A U+25756
粄 䬳 U+7C84 U+4B33
粄 䉽 U+7C84 U+427D
粊 𥺟 U+7C8A U+25E9F
粑 𩚥 U+7C91 U+296A5
粒 𩚷 U+7C92 U+296B7
粕 𨠘 U+7C95 U+28818
粟 𠧼 U+7C9F U+209FC
粟 䅇 U+7C9F U+4147
粥 𩱟 U+7CA5 U+29C5F
粲 𥺤 U+7CB2 U+25EA4
粲 𥹏 U+7CB2 U+25E4F
粳 秔 U+7CB3 U+79D4
粳 稉 U+7CB3 U+7A09
粵 粤 U+7CB5 U+7CA4
粹 粋 U+7CB9 U+7C8B
粺 𥺛 U+7CBA U+25E9B
粼 𥻘 U+7CBC U+25ED8
粽 糭 U+7CBD U+7CED
粽 糉 U+7CBD U+7CC9
精 䊒 U+7CBE U+4292
糒 𪌾 U+7CD2 U+2A33E
糒 𥺢 U+7CD2 U+25EA2
糕 餻 U+7CD5 U+993B
糖 餹 U+7CD6 U+9939
糙 㿷 U+7CD9 U+3FF7
糝 𩞼 U+7CDD U+297BC
糝 糂 U+7CDD U+7CC2
糝 𥼾 U+7CDD U+25F3E
糝 𩞀 U+7CDD U+29780
糝 䊉 U+7CDD U+4289
糞 𥼇 U+7CDE U+25F07
糞 𡐢 U+7CDE U+21422
糟 𨣹 U+7CDF U+288F9
糟 醩 U+7CDF U+91A9
糠 穅 U+7CE0 U+7A45
糠 𥹺 U+7CE0 U+25E7A
糧 粮 U+7CE7 U+7CAE
糨 糡 U+7CE8 U+7CE1
糯 稬 U+7CEF U+7A2C
糯 穤 U+7CEF U+7A64
糯 𥻟 U+7CEF U+25EDF
糯 粫 U+7CEF U+7CAB
糰 䊜 U+7CF0 U+429C
糲 䊪 U+7CF2 U+42AA
糶 𥽀 U+7CF6 U+25F40
糾 糺 U+7CFE U+7CFA
紂 𩋰 U+7D02 U+292F0
紆 䊸 U+7D06 U+42B8
紉 𥾠 U+7D09 U+25FA0
純 㝄 U+7D14 U+3744
純 𠄤 U+7D14 U+20124
紖 䊶 U+7D16 U+42B6
紗 𦀟 U+7D17 U+2601F
紙 帋 U+7D19 U+5E0B
紙 𦀦 U+7D19 U+26026
級 𨸚 U+7D1A U+28E1A
紟 䋮 U+7D1F U+42EE
索 𣑇 U+7D22 U+23447
索 䌇 U+7D22 U+4307
紬 䌧 U+7D2C U+4327
紮 紥 U+7D2E U+7D25
細 𥿳 U+7D30 U+25FF3
紱 𥿈 U+7D31 U+25FC8
紲 緤 U+7D32 U+7DE4
紲 𦁛 U+7D32 U+2605B
紵 𦂂 U+7D35 U+26082
紵 𥿾 U+7D35 U+25FFE
紵 𦅷 U+7D35 U+26177
紹 佋 U+7D39 U+4F4B
紹 𦀧 U+7D39 U+26027
絁 𦂛 U+7D41 U+2609B
終 𣧩 U+7D42 U+239E9
終 𡦿 U+7D42 U+219BF
終 𣈩 U+7D42 U+23229
終 𤯚 U+7D42 U+24BDA
終 𢍐 U+7D42 U+22350
終 𣊂 U+7D42 U+23282
終 𠂂 U+7D42 U+20082
終 𠔾 U+7D42 U+2053E
絇 䋧 U+7D47 U+42E7
結 𥾫 U+7D50 U+25FAB
結 𦀽 U+7D50 U+2603D
絕 绝 U+7D55 U+7EDD
絕 𢇍 U+7D55 U+221CD
絕 𠤉 U+7D55 U+20909
絕 絶 U+7D55 U+7D76
絡 𦃆 U+7D61 U+260C6
統 綂 U+7D71 U+7D82
絲 𢇁 U+7D72 U+221C1
綆 䌄 U+7D86 U+4304
綆 䋁 U+7D86 U+42C1
綌 𥿭 U+7D8C U+25FED
綏 夊 U+7D8F U+590A
經 坕 U+7D93 U+5755
經 経 U+7D93 U+7D4C
經 𦀇 U+7D93 U+26007
綠 𢅞 U+7DA0 U+2215E
綠 绿 U+7DA0 U+7EFF
綦 𥾟 U+7DA6 U+25F9F
綱 㭃 U+7DB1 U+3B43
綱 䌉 U+7DB1 U+4309
網 䋞 U+7DB2 U+42DE
網 䋄 U+7DB2 U+42C4
綷 紣 U+7DB7 U+7D23
綺 𦂶 U+7DBA U+260B6
綻 䘺 U+7DBB U+463A
綽 繛 U+7DBD U+7E5B
綿 緜 U+7DBF U+7DDC
緁 䌌 U+7DC1 U+430C
緇 𦃠 U+7DC7 U+260E0
緉 䩫 U+7DC9 U+4A6B
緊 𦂳 U+7DCA U+260B3
緎 𩎹 U+7DCE U+293B9
緒 緖 U+7DD2 U+7DD6
線 綫 U+7DDA U+7DAB
線 𦇫 U+7DDA U+261EB
線 线 U+7DDA U+7EBF
線 缐 U+7DDA U+7F10
緝 𦂝 U+7DDD U+2609D
緟 𦅅 U+7DDF U+26145
緣 縁 U+7DE3 U+7E01
緦 𢆿 U+7DE6 U+221BF
緧 䋺 U+7DE7 U+42FA
緩 𦅻 U+7DE9 U+2617B
緪 縆 U+7DEA U+7E06
緪 絚 U+7DEA U+7D5A
緶 𦄱 U+7DF6 U+26131
縋 䋘 U+7E0B U+42D8
縕 緼 U+7E15 U+7DFC
縟 𣯋 U+7E1F U+23BCB
縠 𣪺 U+7E20 U+23ABA
縯 䌥 U+7E2F U+4325
縰 𦁡 U+7E30 U+26061
縱 𥾞 U+7E31 U+25F9E
縱 縦 U+7E31 U+7E26
縴 纤 U+7E34 U+7EA4
縵 𦆅 U+7E35 U+26185
縷 𫃵 U+7E37 U+2B0F5
縹 𦆝 U+7E39 U+2619D
總 緫 U+7E3D U+7DEB
總 縂 U+7E3D U+7E02
總 𢭇 U+7E3D U+22B47
總 㧾 U+7E3D U+39FE
總 𦀙 U+7E3D U+26019
總 㹅 U+7E3D U+3E45
總 搃 U+7E3D U+6403
總 𠂳 U+7E3D U+200B3
總 捴 U+7E3D U+6374
總 𢝰 U+7E3D U+22770
總 総 U+7E3D U+7DCF
總 𥾜 U+7E3D U+25F9C
總 𥡥 U+7E3D U+25865
總 𤙹 U+7E3D U+24679
總 摠 U+7E3D U+6460
總 縂 U+7E3D U+2F96F
繁 緐 U+7E41 U+7DD0
繃 綳 U+7E43 U+7DB3
繃 䙀 U+7E43 U+4640
繇 䌊 U+7E47 U+430A
繇 䌛 U+7E47 U+431B
繈 繦 U+7E48 U+7E66
繑 𦃣 U+7E51 U+260E3
繒 𦀓 U+7E52 U+26013
繓 𦄎 U+7E53 U+2610E
織 綕 U+7E54 U+7D95
織 𥿮 U+7E54 U+25FEE
繕 𦆶 U+7E55 U+261B6
繖 𦇕 U+7E56 U+261D5
繘 𦇹 U+7E58 U+261F9
繚 𦆖 U+7E5A U+26196
繡 繍 U+7E61 U+7E4D
繡 綉 U+7E61 U+7D89
繢 𦆠 U+7E62 U+261A0
繩 䋲 U+7E69 U+42F2
繩 縄 U+7E69 U+7E04
繪 缋 U+7E6A U+7F0B
繪 絵 U+7E6A U+7D75
繫 繋 U+7E6B U+7E4B
繭 絸 U+7E6D U+7D78
繳 𦅾 U+7E73 U+2617E
繳 𥐊 U+7E73 U+2540A
繻 𦅏 U+7E7B U+2614F
繼 継 U+7E7C U+7D99
繼 㡭 U+7E7C U+386D
繽 𦆯 U+7E7D U+261AF
纂 繤 U+7E82 U+7E64
纆 𦄿 U+7E86 U+2613F
纇 颣 U+7E87 U+98A3
纊 絋 U+7E8A U+7D4B
續 続 U+7E8C U+7D9A
纖 纎 U+7E96 U+7E8E
纘 纉 U+7E98 U+7E89
纜 䌫 U+7E9C U+432B
缶 𦈢 U+7F36 U+26222
缶 𠙺 U+7F36 U+2067A
缶 缻 U+7F36 U+7F3B
缸 罁 U+7F38 U+7F41
缸 𤭛 U+7F38 U+24B5B
缸 㼚 U+7F38 U+3F1A
缺 𡙇 U+7F3A U+21647
缺 𡚆 U+7F3A U+21686
缽 钵 U+7F3D U+94B5
缽 鉢 U+7F3D U+9262
缽 盋 U+7F3D U+76CB
罄 𣫆 U+7F44 U+23AC6
罅 𨻲 U+7F45 U+28EF2
罅 𦉑 U+7F45 U+26251
罅 𧇍 U+7F45 U+271CD
罅 㙤 U+7F45 U+3664
罅 𦉏 U+7F45 U+2624F
罈 壜 U+7F48 U+58DC
罈 墰 U+7F48 U+58B0
罍 𦉩 U+7F4D U+26269
罏 𧆨 U+7F4F U+271A8
罏 𤮧 U+7F4F U+24BA7
罐 礶 U+7F50 U+7936
罐 𤮴 U+7F50 U+24BB4
网 𠕃 U+7F51 U+20543
网 𦊀 U+7F51 U+26280
罕 䍑 U+7F55 U+4351
罕 䍐 U+7F55 U+4350
罛 𦋆 U+7F5B U+262C6
罝 𦋾 U+7F5D U+262FE
罝 𦊩 U+7F5D U+262A9
