# CB码, 原文字形, 近似字形, 正字, 组字式, 词频
13845,𭮉,,,[歹*(〦/中/?)],2
13816,𭛨,,,[彳*次],2
13838,𮐷,,,[薩-產+易],2
13830,𭆳,,,[堅-土+云],2
13833,𭜷,梞,,[想-目+巳],2
13817,𭎵,,,[抳/土],2
03381,𬛐,,,[月*悉],2
23242,,𥮫,,[十-〡+(筒-(一/口)+((、/、)*〡*(、/、)))],2
13778,𭇬,,,[口*字],2
02086,𮐜,,,[苾/必],2
22614,,䉒,,[竺-二+番],2
13570,𮝦,,,[元*車*取],2
02062,𮡳,,,[金*印],2
24833,𢓾,,,[彳*谷],2
28812,,𥙡,,[社-土+(乞-乙+(冉-土+(舉-與)))],2
03015,𭴨,,,[火*克],2
33420,𭜼,,,[怡-台+貝],2
25507,𮁫,,,[社-土+宁],2
05365,𪱌,,,[日*勞],2
16581,𮨻,,,[飢-几+它],2
05659,𭹥,,,[玨/(工*几)],2
24681,𧢃,,,[婁*見],2
09683,,儵,,[攸-ㄆ+(烈-列+重)],2
05664,𮞋,,,[這-言+(入/土)],2
05665,𭴹,,,[燋-隹+(共-八)],2
14082,𭙝,,,[序-予+每],2
23051,,𮇬,,[(上/天)*(人/米)],2
23045,,𪛌,,[龠*(虎-儿+巾)],2
28418,,𣴦,,[宋-木+(泳-永+(弓*口))],2
22615,𥸢,,,[竺-二+蠶],2
14106,𭬭,,,[木*(?/夏)],2
14125,𭾳,,,[目*(春-日+(、/、))],2
14047,𭖋,,,[山/瓦],2
14045,𭗳,,,[山*薜],2
14055,𬎐,,,[王*答],2
14109,𭪏,,,[木*(乃/古)],2
14104,,𠈐,伸,[优-尢+曳],2
14121,𮊊,,,[(囗@(企-止))/帝],2
11463,,𤷧,涴,[病-丙+(宋-木+死)],2
13544,𭮸,,,[新-斤+殳],2
13552,𭜟,,,[怡-台+矢],2
13537,,𩚏,餐,[歹/食],2
13669,𭔫,,,[(工*几)/寸],2
13561,𮉿,,,[(罩-卓)*犬],2
13613,𭝹,,,[怡-台+(尬-介+(將-爿))],2
28533,𨿊,,,[(甬-用+((巨-匚)@十))*鳥],2
13612,𭶷,,,[(爪/正)*(巟-亡+云)],2
06959,,柗,,[枯-十+儿],2
05475,𮌥,,,[月*柬],2
13703,𮟜,,,[這-言+廓],2
02180,𮋓,,,[聯-耳+羽],2
06186,,𭌚,,[口*((上/示)*聿)],2
13895,𭾀,,,[老/皿],2
13711,𭚩,,,[弓*甘],2
13710,𭖆,,,[山/厄],2
01621,𭯯,,,[毯-炎+亹],2
01643,𮣤,,,[鐎-隹+(次/田)],2
01645,𭺈,,,[瓙-壽+(僉-(人*人))],2
13388,𭭆,,,[冗*欠],2
01630,𭮾,,,[聲-耳+加],2
01512,𭏁,,,[土*(爪/(夙-歹+(舉-與)))],2
01549,𬓬,,,[禾*我],2
01528,𭩈,,,[月*象],2
13719,𭏨,,,[塚-豖+(幅-巾)],2
13712,𮗻,,講,[言*井],2
13562,𮀂,,,[矢*(一/旦)],2
01642,𮀽,,罅,[礌-田+干],2
13859,𪸪,,,[火*羽],2
25340,𡉶,,,[坦-日+弓],2
01604,𮨹,,,[飢-几+戊],2
01625,𭏹,,,[圪-乙+((口*口)/?)],2
01633,𮪗,,,[臨-臣+馬],2
01560,𮖎,,,[尿/衣],2
01541,𭾝,,,[目*子],2
01616,𮞵,,,[這-言+(又/言)],2
03812,𮂀,,,[示*具],2
14316,𭉡,,,[哎-乂+任],2
14318,𬼲,,,[匙-匕+乞],2
14287,𬼪,,,[牟*乞],2
01619,𮞛,,,[這-言+雨],2
01554,𮇲,,,[米*(癸-天+(恭-共))],2
14281,𭧅,,,[日*栗],2
03760,𫪗,,,[口*武],2
14292,𮕓,,,[虫*薄],2
14331,𭎷,,,[土*(丰/皿)],2
14311,𭣊,,,[打-丁+築],2
14325,𭫾,,,[欐-鹿+木],2
14282,𭦅,,,[日*坒],2
14293,𮀈,,,[矣*舍],2
14310,𭣅,,,[打-丁+燕],2
03799,𪳮,,,[木*壹],2
14276,𭋩,,,[口*舞],2
03831,𮋦,,,[耒*目],2
14340,,𮢰,,[金*(穴/(友-又+乂))],2
14328,𭒙,,,[婻-十+今],2
13484,𮡕,,,[重*引],2
24754,𪐙,,,[黑*卜],2
02004,𮪞,,,[馬*(右/(冗-几+(石/木)))],2
01973,𭙇,,,[并*曾],2
01971,𮂿,,,[禾*主],2
01947,𭎏,,,[土*臣],2
01938,𮐢,,,[卄/(王*甫)],2
16489,鵽,,,[啜-口+鳥],2
01980,𮍼,,,[舌*复],2
01955,𮛍,,,[分/足],2
16617,𮌴,,,[月*崑],2
14619,𬄋,,,[木*荷],2
13660,𮠿,,醬,[酉*將],2
04023,𫰭,,,[女*赤],2
14631,𮧑,,,[面*壹],2
14180,𭣁,,擅,[打-丁+賞],2
17422,勥,,,[(強-ㄙ+口)/力],2
14644,𭲎,,,[泳-永+將],2
14176,𭡝,,,[打-丁+函],2
04139,𪤈,,,[般/土],2
14621,𭴲,,,[火*沙],2
05422,𫐩,,,[這-言+坐],2
14642,𬽴,,,[任-士+友],2
04004,𪢘,,,[口*辣],2
14632,𮂑,,,[執/示],2
14614,𭚽,,,[弓*卑],2
14610,𭍀,,,[口*黨],2
24407,𨋒,,,[車*弁],2
22348,𦇀,,,[糸*慧],2
25358,㥍,,,[怡-台+其],2
25376,𭞺,,,[怡-台+熙],2
04371,,𨆁,,[跳-兆+(亶-旦+且)],2
24648,䮂,,,[馬*犮],2
24866,𪀈,,,[夗*鳥],2
24477,𩗹,,,[炎*風],2
24506,𨪌,,,[金*耆],2
24077,穲,,,[禾*麗],2
24724,𤡽,,,[奠*犬],2
24723,𨞏,,,[單*邑],2
24887,㩂,,,[捔*斗],2
27038,𢬰,,,[打-丁+(少/女)],2
25412,㳮,,,[泳-永+尿],2
23329,𦱄,,,[卄/狐],2
26002,𥊧,,,[聲-耳+目],2
23642,𩿗,,,[予*鳥],2
24050,礆,,,[石*僉],2
25101,𢰥,,,[打-丁+苔],2
22613,𥲥,,,[竺-二+盒],2
04013,𪢧,,聽,[口*聽],2
29770,𣽓,,,[憀-(彰-章)+(恭-共)],1
31187,𭤟,,片,[后-口+ㄒ],1
15228,𭞾,,懞,[懞-卄+((並-(前-刖))-一)],1
32505,𭫒,,,[(丙*丙)/木],1
30203,㶏,,,[泳-永+隱],1
31966,湿,,,[涅-土+(並-(前-刖))],1
27162,,泡,,[沃-大+(、/巳)],1
31951,虿,,,[万/虫],1
22293,𤛥,,,[牛*黃],1
22429,,䩰,,[革*咠],1
23119,,𭷥,,[(敲-高+(土/木))/牛],1
25356,𢛟,,,[怡-台+亞],1
22525,伆,,,[仁-二+勿],1
22224,𣢆,,,[乞*欠],1
22366,𢽎,,,[旱*ㄆ],1
22580,㦴,,,[戒-廾+各],1
22584,𭷾,,,[狂-王+斗],1
05345,𮊳,,,[羊*(自/(犀-尸-牛)/十)],1
22230,𠸹,,,[口*彧],1
25935,,𢖃,,[噗-口+彳],1
22696,𧩾,,,[監-皿+言],1
25844,𨲎,,,[肆-聿+易],1
22957,,䝶,,[貝*(京-口+日)],1
22473,㦞,,,[壽/心],1
24385,𨈥,,,[身*毛],1
22651,𠅸,,,[毫-毛+老],1
22214,𬝮,,,[卄/料],1
02967,,𩌯,,[革*(罩-卓+瓦)],1
22927,𭹵,,,[王*(癸-天+米)],1
26793,,黶,,[(病-丙+猒)/黑],1
22387,𨌃,,,[車*狂],1
22681,䠬,,,[跳-兆+鄧],1
25923,,𤦼,,[監-皿+玉],1
28646,,𮆘,,[篾-戍+(冗-几+(夗-夕+匕))],1
27801,,懱,,[怡-台+(篾-戍+伐)],1
16161,,,,[○@賛],1
02277,𮄲,,,[立*奇],1
22671,,,鬠,[肆-聿+會],1
22611,𥰟,,,[竺-二+袁],1
25434,澊,,,[泳-永+尊],1
22263,㫓,,,[日*乞],1
22976,,鍱,,[金*(十/卄/木)],1
27946,,羂,,[(ㄇ@乂)/(紿-口+月)],1
22410,𨶁,,,[門*晏],1
22569,𧌥,,,[利-禾+蛺],1
28225,,髯,,[肆-聿+((彰-章)/冉)],1
22202,癅,,瘤,[病-丙+(堊-王+田)],1
22371,𧣒,,,[角*巨],1
22408,,䤸,,[金*彖],1
22439,鎜,,,[般/金],1
22365,𨿝,,,[弟*隹],1
24503,𨩥,,,[金*封],1
22339,㷇,,,[多*灰],1
22588,𭸰,,,[狂-王+罷],1
31950,𮬲,,,[它*鳥],1
27015,,𢬤,,[打-丁+(└@主)],1
21817,䃥,,,[石*童],1
22757,𤌣,,,[熛-示+木],1
23786,㭔,,,[木*乎],1
16614,𬿙,,,[佫-口+里],1
25839,𨱱,,,[肆-聿+母],1
03245,𭾈,𣣹,,[(去*欠)/皿],1
23089,,𤊝,,[烈-列+(句-口+出)],1
23239,𢒯,,,[口*(彰-章+(皮-(〡/又)+(王/巾)))],1
23191,,𦋾,,[罩-卓+(皮-支+(王/且))],1
32766,𭼈,,,[病-丙+白],1
22333,𥨾,,,[穴/親],1
15222,,鸎,,[賏/(冗-几+鳥)],1
22376,䜏,,,[言*隋],1
22726,,囟,,[囟-乂+又],1
22692,,㪛,,[敲-高+甚],1
25873,𫏡,,,[跳-兆+象],1
23142,,𥢦,,[烈-列+(禾*(ㄆ/田))],1
22328,𥝕,,,[禾*亡],1
23094,,𤑪,,[祭-示+(烈-列+非)],1
23541,姯,,,[女*光],1
22634,𧉉,,,[素-糸+虫],1
22756,,𥳷,,[潷-聿+前],1
22775,,𦋽,,[(ㄇ@ㄨ)/組],1
22342,𥺞,,,[米*育],1
13810,𭄂,,,[徒/刀],1
03407,𮇏,,,[珍-王+米],1
31918,𭷹,,,[狂-王+丈],1
15646,𐄛,,,[○/○/○],1
22524,𪜫,,,[仁-二+丑],1
22676,𧾾,,,[跳-兆+几],1
22842,,𥝕,,[禾*(匚@一)],1
27061,𢬈,,,[打-丁+(栚-木)],1
22669,𨱨,,,[肆-聿+矛],1
32480,㔼,,,[推/十],1
04299,𮭙,,,[(面/且)*鳥],1
22529,,傐,,[僑-(夭/口)+(〦/(〡*三*〡))],1
22461,𢿲,,,[堯*ㄆ],1
22734,,𥠧,,[柅-匕+羊],1
25834,𨱝,,,[肆-聿+ㄆ],1
15851,,磇,砒,[石*((向-口+人)/比)],1
30089,㴐,,,[泳-永+眄],1
22766,𧨱,,,[譧-兼+氐],1
22616,𥯷,,,[竺-二+朐],1
22313,𤿗,,,[皮*末],1
04098,𫂵,,,[米/曰],1
33786,𭰀,,,[泳-永+功],1
23235,,𠌶,,[((乏-之+女)*(人/人))/(百-日+ㄎ)],1
22418,𢾅,,,[度*ㄆ],1
25432,𣼴,,,[泳-永+軟],1
22354,,瞚,,[耳*寅],1
16711,𭶆,,,[火*象],1
25406,𣳎,,,[泳-永+丕],1
22400,𢻒,,,[尚*支],1
32517,,𭤼,,[方*(京-口+日)],1
01647,,蕤,,[(卄/麥)*壬],1
23205,椂,,,[木*(彔-(彖-豕)+(┐@一))],1
22304,𧙑,,,[可/衣],1
23200,𢎍,,,[(色-巴+((巨-匚)@一))*式],1
22523,𡭴,,,[小/日/小],1
23236,,𠸿,,[(止/日/(匚@一))*(美-(王/大)+口)],1
23113,,𣂢,,[(卓-十+(匚@一))*斤],1
22531,𫣞,,,[仁-二+虛],1
22541,𢬡,,,[打-丁+糸],1
22778,,𦊱,,[(ㄇ@又)/圭],1
25885,䟠,,,[跳-兆+戉],1
25454,𣸍,,,[泳-永+癹],1
22213,𦷄,,,[卄/娘],1
23207,𥠞,,,[禾*(臿-臼+(凵@(人*人)))],1
22603,㴆,,,[泳-永+帚],1
22209,,𭘆,,[〦/坐],1
18712,,袛,,[示*(弓/一)],1
32495,,髣,,[肆-聿+芳],1
31682,,,骸,[骨*(求-、)],1
31725,,,姚,[女*(匕*(└@匕))],1
31634,,,辜,[古/幸],1
31757,,,輕,[輕-(巢-果)+(光-兀)],1
31632,,武,,[弋@正],1
31647,溩,,,[泳-永+烏],1
26351,𭿲,,,[(壹*皮)/目],1
31679,,臨,,[臣*(〦/品)],1
31315,𢈂,,,[庄-十+(耜-耒)],1
04050,𬂺,,,[木*伯],1
26079,𤟝,,,[猇-儿+巾],1
23224,𭞥,,,[怡-台+(皮-(〡/又)+(王/匆))],1
06523,𮂡,,,[示*暴],1
23208,,㚊,,[多*(亥-人+(火-(班-玨)))],1
28825,𩣿,,,[馬*(((巨-匚)@十)/((巨-匚)@十))],1
31809,,辭,,[辭-辛+(〦/羊)],1
22661,𫞳,,,[絳-糸+目],1
23337,䓹,,,[卄/食],1
31805,,辝,,[台*(〦/羊)],1
22261,𨙾,,,[支*邑],1
03933,𤫝,,,[王*(鞨-人+乂)],1
17325,,尩,尪,[(毤-ㄙ)-毛+壬],1
22404,㟚,,,[枝/山],1
16480,𭲟,,,[泳-永+晶],1
32879,,𣰰,,[(奭-人+大)*毛],1
16499,𠩒,,,[昃-人+又],1
18313,,𭺗,爬,[瓜*巴],1
23153,,駭,,[駭-人+(火-(班-玨))],1
22491,牅,,,[爿*庸],1
22867,𩣿,,,[馬*(丑/丑)],1
31960,飬,,,[(券-刀)*良],1
22855,,𧯲,,[豆*(〦/米)],1
17941,𪭶,,,[打-丁+串],1
24705,𫚱,,,[鳥*勾],1
32205,,𮑇,,[前-刖+敞],1
32244,,鬘,,[肆-聿+((彰-章)/(曼-又+(一/力)))],1
32243,,鬘,,[肆-聿+((彰-章)/(曼-又+力))],1
17156,𬉧,,,[泳-永+韓],1
29195,𠗊,,,[冰-水+巠],1
29493,,𡲆,,[尸@(敲-高+爿)],1
04305,,𣧊,,[歹*(刃/一)],1
29307,𦎯,,,[穀-禾+羊],1
29097,𧓄,,,[虫*辟],1
29441,,䮍,,[馬/(衣-〦)],1
26987,𭮍,,,[歹*(乏-之+犮)],1
29222,𪀲,,,[券-刀+鳥],1
06456,齏,,,[〦/(刀*了*(留-刀-田))/(囗@(一/非))],1
21234,,齅,,[(自/大)*鼻],1
29491,𭏦,,,[土*(恙-心+皿)],1
29370,,䲿,,[(尸@工)*鳥],1
29870,彠,,,[尋*隻],1
27422,𫏌,,,[跳-兆+(〦/米)],1
29025,𩾵,,,[尤*鳥],1
07722,𭶴,,,[((釆-木)/目)*且],1
21209,𬏳,,,[病-丙+周],1
29365,,覡,,[(一/坐)*見],1
29353,𦸑,,,[薎-代+戈],1
29869,,,武,[〦/止],1
24899,𪄒,,,[髟/鳥],1
29194,𪞞,,,[冰-水+成],1
29547,𮧟,,,[革*(各-口+用)],1
29232,湚,,,[泳-永+胤],1
33460,,𢣯,,[(穀-禾+未)/心],1
29719,𨿊,,,[(甬-用+((巨-匚)@十))*隹],1
01821,,䴬,,[(麥-大+十)*弋],1
03962,𭑩,,,[乃/女],1
17386,,諑,,[言*豕],1
29074,秙,,,[禾*古],1
29605,,魘,,[(曰/月)*(犬/鬼)],1
05129,,𩠜,稽,[(巢-果+百)*旨],1
24858,𧢼,,,[爿*角],1
23219,,螕,,[(乏-之+虫)*((向-口+人)/比)],1
29233,𣺊,,,[泳-永+家],1
29234,𣻼,,,[泳-永+毫],1
13706,𮂍,,,[禗-心+央],1
29236,𤅊,,,[泳-永+獻],1
30118,,𢽟,,[(〦/米)*ㄆ],1
06899,𬎟,,,[王*蘭],1
29230,𣲤,,,[泳-永+介],1
29235,澻,,,[泳-永+遂],1
06923,𬬒,,,[金*聚],1
06940,𪜾,,,[仁-二+助],1
06887,𫾥,,,[支*翟],1
29231,𣳩,,,[泳-永+次],1
29229,𣲆,,,[泳-永+己],1
29397,𫪁,,,[口*(〦/米)],1
29999,𫛁,,,[武/鳥],1
29117,𮢣,,,[金*音],1
06971,𫏜,,,[跳-兆+國],1
24726,𪆩,,,[就*鳥],1
06957,𮅟,,,[竺-二+府],1
28530,,𩿿,,[(甬-用+((巨-匚)@一))*鳥],1
18466,𪷛,,,[泳-永+富],1
23110,,羂,,[(ㄇ@人)/(紿-口+月)],1
33138,,,睡,[目*(乖/山)],1
25420,𣷔,,,[泳-永+房],1
23657,䲲,,,[公*鳥],1
23168,,,蜓,[(乏-之+虫)*(廷-壬+手)],1
06994,,𨒭,,[這-言+(厂@火)],1
16851,𮂚,,,[示*象],1
21084,𭑧,,娘,[女*卜],1
22464,𪆁,,,[斯*鳥],1
04324,𪢂,,,[口*(差-工+目)],1
28069,,,,尸弥,1
05494,𬜑,,,[舟*力],1
27212,㤾,,,[怡-台+(琛-王)],1
26976,,𣛝,,[木*(仁-二+盾)],1
04073,𭻱,,,[田*番],1
17536,𫛄,,,[步*鳥],1
27443,,薎,,[夢-夕+(歹*戈)],1
26390,,,葩,[卄/(白*匕)],1
23370,𧅚,,,[卄/矍],1
28013,𠢜,,,[(翏-(彰-章)+小)*力],1
24316,𥤿,,,[究/十],1
22890,𠡽,,,[(京-口+日)*力],1
13347,,,舝,[工/(巢-果+(冗-几+(儿/牛)))],1
23877,𪸼,,,[火*周],1
28435,,𢡖,,[怡-台+(參-(彰-章)+小)],1
28130,,𥕺,,[石*(參-(彰-章)+小)],1
23701,𣉆,,,[日*是],1
05881,,𫦪,,[(ㄙ/月)*力],1
23424,㕫,,,[口*方],1
24360,毭,,,[豆*毛],1
27230,,𣳹,,[泳-永+(大/干)],1
05454,𮑉,,,[卄/稈],1
27229,𣳹,,,[泳-永+(大/于)],1
22675,𮛂,,,[跳-兆+九],1
23869,𤇌,,,[火*古],1
07138,,𡴅,,[山/巾],1
24563,𫕻,,,[青*青],1
07238,𮈜,,,[糸*匊],1
11145,𬦷,,,[跳-兆+花],1
12735,,𣧿,,[(餐-食)-又+列],1
07487,,𨛭,,[郃-一+土],1
11337,𦺯,,,[卄/(牒-世+云)],1
07507,𬨟,,,[這-言+分],1
25458,𣾜,,,[泳-永+淼],1
09859,,𠌶,,[(木-(企-止)+((人/人)*(人/人)))/ㄎ],1
10334,𬴮,,,[髟/眉],1
09552,,𥛬,,[(出/示)*(又/米)],1
12406,𭼊,,,[病-丙+共],1
09671,,,穦,[禾*(實-毌+(眉-目))],1
24139,𭚯,,,[如/弓],1
10199,,䕈,,[莊-士+(世/木)],1
12353,𪶽,,,[泳-永+桑],1
22281,椨,,,[木*府],1
28297,𨿉,,,[((雪-雨)/(雪-雨))*隹],1
25969,䴲,,,[麩-夫+末],1
28163,𢡉,,,[怡-台+(澀-(泳-永))],1
10039,,𪜫,,[但-日+刃],1
09599,,篲,,[竺-二+(雪-雨+甡)],1
25382,𭟐,,,[怡-台+賣],1
08688,𪝟,,,[仁-二+弱],1
13196,𮩙,,,[飢-几+(卄/(烈-列+(亟-ㄎ+了)))],1
22412,䦐,,,[門@手],1
09270,,𢆗,,[并*(刃/一)],1
27785,𤟝,,,[狂-王+(虎-儿+巾)],1
25656,𤹯,,,[病-丙+恿],1
22887,,䗇,,[(乏-之+虫)*匊],1
26005,𧤴,,,[聲-耳+角],1
02514,,羂,罥,[(ㄇ@(人*人))/絹],1
02540,𪾷,,,[目*(隹/乃)],1
09690,,𮧬,,[革*(卄/(ㄇ@儿)/戉)],1
09336,,殠,,[(餐-食)-又+臭],1
09880,𪀝,,,[(前-刖+(十-一+└))/鳥],1
11515,,𠻄,,[口*(荒-亡+(└@人))],1
09821,,𦫒,,[(艱-夫+(八/十))-廿+(共-八)],1
04965,,𭚾,,[(美-(王/大)+弔)*令],1
09886,,㡀,,[(敝-ㄆ)-?+?],1
10211,,𪌭,,[麥*(ㄙ/月)],1
25849,𨲺,,,[肆-聿+賓],1
09469,,鬽,,[彪-虍+(十/田)],1
25407,𣳔,,,[泳-永+用],1
24578,𪃣,,,[春/鳥],1
26376,,,,[○@巛],1
24221,𦓨,,,[耒*巳],1
09540,,𦱪,,[卄/刃/一/刃/一],1
02585,𬃒,,,[樑-(泳-永)],1
07213,𮃨,,,[禾*鹿],1
00087,,,呰,[口*呰],1
06302,𫓏,,,[金*感],1
06404,𭗑,,,[崛-出+雨],1
22799,𪀙,,,[(更-一)*鳥],1
09267,,𥝕,,[禾*(└@人)],1
09795,,,溺,[溺-羽+((司-一)*(司-一))],1
25643,𤶋,,,[病-丙+色],1
11517,,𣉪,,[日*(荒-亡+(└@人))],1
06413,,𬄖,,[枳-口+宜],1
09171,,朚,,[(└@乂)/明],1
23116,,𣯺,,[(參-(彰-章)+小)*毛],1
06446,,𣕡,,[((巨-匚)@一)/(工*几)/木],1
08183,,㫝,,[日*(弓/一)],1
09488,,𦉾,,[罩-卓+(└@人)],1
06354,𪶌,,,[泳-永+到],1
11550,,𤗽,,[牒-世+芸],1
28440,㳽,,,[泳-永+(弓*(乞-乙+小))],1
25601,𢏖,,,[羿-廾+弓],1
06320,,𧝷,,[褩-舟+(臼/工)],1
23192,𨲱,,,[肆-聿+(參-(彰-章)+小)],1
28649,,𨿊,,[((前-刖)+((巨-匚)@十))*隹],1
22768,𤉡,,,[凹/(?*ㄑ)],1
10460,𭑱,,,[女*甲],1
09333,,𣧑,,[(餐-食)-又+凶],1
28046,,𭍅,,[口*(尸@言)*(〦/羊)],1
09007,,𦡜,,[辟-口+肉],1
23698,𭦣,,,[日*卷],1
31517,𥴬,,,[竺-二+辟],1
09169,,朚,,[(└@人)/明],1
05948,𪰜,,,[日*式],1
09913,𨴳,,,[門@(仁-二+(仁-二+?))],1
06149,𭞒,,,[懨-猒+扁],1
06003,𮈬,,,[糸*昜],1
28053,,噼,,[口*(辟-辛+(〦/羊))],1
25810,䜶,,,[絳-糸+豆],1
28640,,,鬘,[肆-聿+(彰-章)/(罩-卓+万)],1
01489,𮯓,𪙫,,[齒*(虎-儿+丘)],1
27668,,𩳈,,[自/(鬼-(白-日))],1
01337,㶊,,,[泳-永+頤],1
25411,𣴶,,,[泳-永+坐],1
23159,,皱,,[((前-則)/(雪-雨))*皮],1
07329,,𧑸,,[眾/虫],1
06088,𤞉,,,[狂-王+戌],1
26647,䮕,,,[馬*(綴-糸)],1
24618,𦍌,,,[恙-心],1
26367,,頋,,[(厂@ㄅ)*頁],1
25419,𬈂,,,[泳-永+孟],1
25439,𤀔,,,[泳-永+飲],1
03647,𭝎,,,[怡-台+奈],1
18576,𭰓,,,[泳-永+宅],1
25426,渘,,,[泳-永+柔],1
25361,𢜡,,,[怡-台+妾],1
22955,𧤚,,,[角*(京-口+日)],1
07013,𬂡,,,[木*五],1
25416,𣵾,,,[泳-永+亞],1
25409,㳣,,,[泳-永+老],1
25441,𤀄,,,[泳-永+盟],1
24607,𩐜,,,[音*包],1
24720,𪋀,,,[鹿/車],1
14241,𮦭,,,[雨/買],1
07022,𥛹,,,[示*犀],1
24140,,𤥏,,[如/王],1
28045,,𭋹,,[口*(上/示)*(入/米)],1
05934,𪤏,,,[土*基],1
27289,,鍄,,[金*(京-口+日)],1
24706,𩿵,,,[鳥*古],1
21137,𤸚,,,[病-丙+毒],1
26528,,牴,,[牛*(弓/一)],1
24713,,鷓,,[鳥*庶],1
26461,,弤,,[弓*(弓/一)],1
07209,,,靂,[石*曆],1
25428,𭱘,,,[泳-永+負],1
07082,𠂼,,,[?丳],1
26286,䁂,,,[(巨*又)/目],1
25732,𥞐,,,[耜-耒+禾],1
25102,𫽚,,,[打-丁+苟],1
25971,𪌩,,,[麩-夫+舌],1
21758,𩯨,,,[髟/爾],1
26354,𩔙,,,[(媲-女)*頁],1
26752,,蟀,,[(乏-之+虫)*率],1
27687,𢕬,,,[彳*(澀-(泳-永))],1
28312,,,臘,[月*(山/(鳥-(白-日)))],1
27796,㦈,,,[怡-台+(恙-心+皿)],1
25450,浝,,,[泳-永+尨],1
25372,㦑,,,[怡-台+敢],1
26940,佭,,,[仁-二+(絳-糸)],1
23705,𭧖,,,[日*婁],1
15638,𫭍,,,[囗@昜],1
28992,𩑗,,,[ㄠ*頁],1
26494,,栺,,[木*(〦/日)],1
25202,䖌,,,[利-禾+虎],1
25436,𣾸,,,[泳-永+提],1
28635,𣽎,,,[泳-永+(自/(犀-尸-牛)/十)],1
24900,𭒕,,,[啵/女],1
25414,浗,,,[泳-永+求],1
20144,𮣋,,,[湯/金],1
25580,蕳,,,[前-刖+間],1
27283,,,鈸,[金*(乏-之+犬)],1
26098,𨨟,,,[棇-木+金],1
26194,,𮊞,,[(ㄇ@乂)/齊],1
28830,,净,,[(冰-水+十)*(爭-(采-木)+(色-巴))],1
26579,,𥿰,,[糸*(九/木)],1
24182,𦀉,,,[糸*朵],1
27332,,𣹢,,[涌-用+(囗@羊)],1
23941,䎁,,,[古*羽],1
28747,,𩯫,,[肆-聿+((彖-豕)/(實-毌+尸))],1
25402,,汜,,[泳-永+已],1
16223,𬕔,,,[竺-二+朋],1
31687,,塔,,[土*(前-刖+合)],1
26772,𤿥,,,[(甬-用+丑)*皮],1
28869,,,,[𦋺-炎+夹],1
23779,𭩙,,,[木*下],1
23410,𩾥,,,[乞*鳥],1
28350,,𣩖,,[〦/(冉-土+(┴/十))/死],1
25733,,𦿔,,[莽-犬+敉],1
27659,,,礰,[石*((厂@林)/心)],1
04582,𭢖,,,[撤-育+言],1
25316,,𭁿,,[罕-干+祋],1
28289,轝,,,[轝-車+(一/(里-┴))],1
22990,,𤸶,,[病-丙+(ㄆ/用)],1
23732,,𣇣,,[曰/旦],1
25429,湭,,,[泳-永+酋],1
26511,㮰,,,[木*(媲-女)],1
03576,𮉂,,,[糸*晝],1
31877,,,純,[糸*(七-一+ㄙ)],1
22390,䡼,,,[車*霝],1
17755,𫚳,,,[鳥*占],1
26610,,,諛,[言*(申+、)],1
18167,,,黼,[(糒-米)*甫],1
28243,褢,,,[褒-保+(鬼-(白-日))],1
03528,𭌈,,,[口*練],1
03586,𬧹,,,[車*差],1
25444,𤁤,,,[泳-永+歎],1
27809,,𭰘,,[泳-永+(巫-一+工)],1
28816,𨿉,,,[(((巨-匚)@一)/((巨-匚)@一))*隹],1
16659,,峀,,[山/田],1
26325,𡣠,,,[(男*男)/女],1
03721,,𥈱,,[目*(盈-又+乂)],1
03722,,䌇,,[糸*(索-糸+系)],1
27420,𨽸,,,[肆-聿+(棣-木)],1
28642,,,蹈,[跳-兆+(焰-火)-臼+(〡*日)],1
25693,,,餬,[飢-几+旬],1
25992,歰,,,[澀-泳-永],1
23690,𬀬,,,[日*古],1
11859,,,磨,[歹*靡],1
26755,,𢪕,,[(打-丁+弓)/一],1
28003,,𪀫,,[(雪-雨/(雪-雨))*鳥],1
28451,𨛃,,,[邱-丘+(雪-雨+(雪-雨))],1
25447,𤄀,,,[泳-永+獲],1
28389,,𭢙,,[打-丁+(十/(罩-卓+心))],1
07015,𪵆,,,[歹*真],1
27678,𩣌,,,[馬*(並-(前-刖))],1
28889,𣻌,,,[漾-永+水],1
25958,𧋝,,,[蝶-世+ㄊ],1
21302,㋱,,,[○@乂],1
32939,,,晉,[止/(脊-月+日)],1
25970,𪌫,,,[麩-夫+多],1
25430,㴬,,,[泳-永+射],1
31790,,,晉,[晉-(一/(ㄙ*ㄙ))+(〦/(口*口))],1
15531,⊛,,,[○@＊],1
29251,𮂘,,,[社-土+猒],1
24028,䂊,,,[矛*象],1
24199,𦄰,,,[糸*國],1
04928,,𢷺,,[手*賣],1
26546,𫞳,,,[目*(絳-糸)],1
25681,趆,,,[起-巳+氐],1
27815,㳨,,,[泳-永+(巢-果+歹)],1
27783,,猄,,[狂-王+(京-口+日)],1
25060,𠤋,,,[句-口+蟲],1
03632,𫣗,,,[仁-二+覃],1
23787,㭖,,,[木*代],1
27308,捾,,,[按-女+(耜-耒)],1
25421,溂,,,[泳-永+剌],1
25452,淧,,,[泳-永+宓],1
25445,𤂧,,,[泳-永+蓬],1
26605,,詆,,[言*(弓/一)],1
24315,𪁮,,,[秀*鳥],1
24685,䳽,,,[崔*鳥],1
24457,,𥆳,,[叔/日],1
25351,𭜒,,,[怡-台+厄],1
